"refseq_mrna","hgnc_symbol","prot_length"
"NM_012320","PLA2G15",413
"NM_024306","FA2H",373
"NM_020188","CMC2",80
"NM_001351967","CMC2",80
"NM_001351973","CMC2",80
"NM_006849","PDIA2",526
"NM_001176","ARHGDIG",226
"NM_002434","MPG",299
"NM_031463","HSDL1",331
"NM_021197","WFDC1",221
"NM_001282466","WFDC1",221
"NM_001282467","WFDC1",221
"NM_005153","USP10",799
"NM_000548","TSC2",1808
"NM_021646","ZNF500",481
"NM_005009","NME4",188
"NM_020664","DECR2",293
"NM_001271285","ANTKMT",219
"NM_005861","STUB1",304
"NM_001318733","RHBDL1",439
"NM_000243","MEFV",782
"NM_001888","CRYM",315
"NM_005632","CAPN15",1087
"NM_001169","AQP8",262
"NM_001387221","USP31",1353
"NM_020718","USP31",1353
"NM_001080430","TOX3",577
"NM_001042539","MAZ",494
"NM_006319","CDIPT",214
"NM_005881","BCKDK",413
"NM_032188","KAT8",459
"NM_024780","TMC5",761
"NM_001172504","SLC6A2",629
"NM_001348534","KNOP1",459
"NM_001012991","KNOP1",459
"NM_001348532","KNOP1",459
"NM_001348528","KNOP1",459
"NM_001348533","KNOP1",459
"NM_001348529","KNOP1",459
"NM_001348527","KNOP1",459
"NM_001348537","KNOP1",459
"NM_001348535","KNOP1",459
"NM_001348530","KNOP1",459
"NM_001348536","KNOP1",459
"NM_001348531","KNOP1",459
"NM_001164273","MGA",3066
"NM_020980","AQP9",296
"NM_001387090","CSK",451
"NM_001387093","CSK",451
"NM_001387091","CSK",451
"NM_001387092","CSK",451
"NM_004383","CSK",451
"NM_001387096","CSK",451
"NM_001387095","CSK",451
"NM_001387094","CSK",451
"NM_001387097","CSK",451
"NM_001387098","CSK",451
"NM_139242","MTFMT",390
"NM_016563","RASL12",267
"NM_004390","CTSH",336
"NM_018689","CEMIP",1362
"NM_139265","EHD4",542
"NM_201631","TGM5",721
"NM_005254","GABPB1",396
"NM_001320915","GABPB1",396
"NM_001320910","GABPB1",396
"NM_013243","SCG3",469
"NM_018163","DNAJC17",305
"NM_133639","RHOV",237
"NM_020857","VPS18",974
"NM_007280","OIP5",230
"NM_012388","BLOC1S6",173
"NM_001440","EXTL3",920
"NM_004462","FDFT1",418
"NM_012154","AGO2",860
"NM_018440","PAG1",433
"NM_003235","TG",2769
"NM_018310","BRF2",420
"NM_024699","ZFAND1",269
"NM_006269","RP1",2157
"NM_003821","RIPK2",541
"NM_001375360","RIPK2",541
"NM_016134","CPQ",473
"NM_001359","DECR1",336
"NM_003012","SFRP1",315
"NM_000930","PLAT",563
"NM_014420","DKK4",225
"NM_018972","GDAP1",359
"NM_001277196","PHF20L1",992
"NM_001362971","PHF20L1",992
"NM_001568","EIF3E",446
"NM_001329495","EMC2",298
"NM_001329493","EMC2",298
"NM_014673","EMC2",298
"NM_080838","CCN4",281
"NM_007029","STMN2",180
"NM_001330599","TRPS1",1282
"NM_017444","CHRAC1",132
"NM_032041","NCALD",194
"NM_002066","GML",159
"NM_001282873","UBR5",2799
"NM_015458","MTMR9",550
"NM_006571","DCTN6",191
"NM_000637","GSR",523
"NM_003844","TNFRSF10A",469
"NM_001009552","PPP2CB",310
"NM_005382","NEFM",917
"NM_017634","KCTD9",390
"NM_014516","CNOT3",754
"NM_020158","EXOSC5",236
"NM_006702","PNPLA6",1328
"NM_001005377","PLAUR",291
"NM_019088","PAF1",532
"NM_006949","STXBP2",594
"NM_000896","CYP4F3",521
"NM_014650","ZNF432",653
"NM_001322284","ZNF432",653
"NM_013256","ZNF180",693
"NM_001288759","ZNF180",693
"NM_001173498","MAN2B1",1011
"NM_003323","TULP2",521
"NM_014475","DHDH",335
"NM_001398","ECH1",329
"NM_001533","HNRNPL",590
"NM_001385651","HNRNPL",590
"NM_017827","SARS2",519
"NM_031886","KCNA7",457
"NM_001301069","SNRNP70",429
"NM_006509","RELB",580
"NM_007056","CLASRP",675
"NM_022165","LIN7B",208
"NM_019121","PPP1R37",692
"NM_001136019","FCGRT",366
"NM_001824","CKM",382
"NM_080662","PEX11G",242
"NM_020309","SLC17A7",561
"NM_006397","RNASEH2A",300
"NM_007165","SF3A2",465
"NM_000479","AMH",561
"NM_014419","DKKL1",243
"NM_001351760","TRMT1",631
"NM_001142554","TRMT1",631
"NM_001385725","RETN",109
"NM_001385726","RETN",109
"NM_020415","RETN",109
"NM_001193374","RETN",109
"NM_030785","RSPH6A",718
"NM_024682","TBC1D17",649
"NM_030818","YJU2B",397
"NM_198969","TLE5",265
"NM_003021","SGTA",314
"NM_003083","SNAPC2",335
"NM_032836","FIZ1",497
"NM_032207","C19orf44",658
"NM_001082","CYP4F2",521
"NM_024794","EPHX3",361
"NM_024691","ZNF419",511
"NM_013268","LGALS13",140
"NM_001436","FBL",322
"NM_001828","CLC",143
"NM_005755","EBI3",230
"NM_001281","TBCB",245
"NM_024333","FSD1",497
"NM_006233","POLR2I",126
"NM_001024807","APLP1",652
"NM_015603","CCDC9",532
"NM_000660","TGFB1",391
"NM_018035","DMAC2",258
"NM_001817","CEACAM4",245
"NM_001362492","CEACAM4",245
"NM_001362493","CEACAM4",245
"NM_005817","PLIN3",435
"NM_001783","CD79A",227
"NM_030657","LIM2",216
"NM_005601","NKG7",166
"NM_003259","ICAM5",925
"NM_004363","CEACAM5",703
"NM_001291484","CEACAM5",703
"NM_000554","CRX",300
"NM_003167","SULT2A1",286
"NM_007065","CDC37",379
"NM_006423","RABAC1",186
"NM_032488","CNFN",113
"NM_181710","ZNRF4",430
"NM_001523","HAS1",579
"NM_004283","RAB3D",220
"NM_001352","DBP",326
"NM_000121","EPOR",509
"NM_017805","RASIP1",964
"NM_000159","GCDH",439
"NM_013976","GCDH",439
"NM_001375","DNASE2",361
"NM_024316","LENG1",265
"NM_000980","RPL18A",177
"NM_000453","SLC5A5",644
"NM_002248","KCNN1",544
"NM_015683","ARRDC2",408
"NM_001286826","ARRDC2",408
"NM_005027","PIK3R2",729
"NM_002866","RAB3A",221
"NM_000095","COMP",758
"NM_032635","TMEM147",225
"NM_001242598","TMEM147",225
"NM_014364","GAPDHS",409
"NM_021175","HAMP",85
"NM_003367","USF2",347
"NM_001171949","KXD1",177
"NM_024069","KXD1",177
"NM_001308373","FKBP8",413
"NM_006494","ERF",549
"NM_019884","GSK3A",484
"NM_001330519","ZNF574",987
"NM_015073","SIPA1L3",1782
"NM_145296","CADM4",389
"NM_000446","PON1",356
"NM_022820","CYP3A43",505
"NM_005692","ABCF2-H2BE1",635
"NM_000601","HGF",729
"NM_002291","LAMB1",1787
"NM_015983","UBE2D4",148
"NM_057168","WNT16",366
"NM_001869","CPA2",420
"NM_016352","CPA4",422
"NM_033107","GTPBP10",388
"NM_001271003","TFPI2",236
"NM_001271004","TFPI2",236
"NM_006528","TFPI2",236
"NM_005868","BET1",119
"NM_005746","NAMPT",492
"NM_001002926","POLR1F",339
"NM_000305","PON2",355
"NM_002214","ITGB8",770
"NM_012257","HBP1",515
"NM_003112","SP4",785
"NM_001284291","CBLL1",491
"NM_001303037","PALS2",541
"NM_002541","OGDH",1024
"NM_022150","NPVF",197
"NM_138635","H2AZ2",115
"NM_001206748","CAV2",163
"NM_001233","CAV2",163
"NM_001206747","CAV2",163
"NM_006735","HOXA2",377
"NM_001040167","LFNG",380
"NM_019102","HOXA5",271
"NM_024014","HOXA6",234
"NM_012338","TSPAN12",306
"NM_001293070","CHN2",469
"NM_004067","CHN2",469
"NM_001293071","CHN2",469
"NM_001293072","CHN2",469
"NM_148912","ABHD11",307
"NM_017946","FKBP14",212
"NM_004603","STX1A",289
"NM_001354849","NOD1",954
"NM_006092","NOD1",954
"NM_002991","CCL24",120
"NM_003910","BUD31",145
"NM_001370407","BUD31",145
"NM_001370410","BUD31",145
"NM_000777","CYP3A5",503
"NM_001291830","CYP3A5",503
"NM_001291829","CYP3A5",503
"NM_013321","SNX8",466
"NM_003941","WASL",506
"NM_012269","HYAL4",482
"NM_006303","AIMP2",321
"NM_001326606","AIMP2",321
"NM_003227","TFR2",802
"NM_001206855","TFR2",802
"NM_001040097","MOSPD3",236
"NM_002593","PCOLCE",450
"NM_018077","RBM28",760
"NM_001386466","SERPINE1",403
"NM_001386465","SERPINE1",403
"NM_001386458","SERPINE1",403
"NM_001386464","SERPINE1",403
"NM_000602","SERPINE1",403
"NM_001386459","SERPINE1",403
"NM_001386460","SERPINE1",403
"NM_001386461","SERPINE1",403
"NM_001386457","SERPINE1",403
"NM_001386463","SERPINE1",403
"NM_001386462","SERPINE1",403
"NM_001386456","SERPINE1",403
"NM_178176","MOGAT3",342
"NM_001084","PLOD3",739
"NM_002947","RPA3",122
"NM_016068","FIS1",153
"NM_138426","GLCCI1",548
"NM_138403","MYL10",227
"NM_018718","CEP41",374
"NM_001099220","ZNF862",1170
"NM_001253900","MEST",336
"NM_002402","MEST",336
"NM_002889","RARRES2",164
"NM_020192","YAE1",227
"NM_015660","GIMAP2",338
"NM_002787","PSMA2",235
"NM_031903","MRPL32",189
"NM_001321201","COA1",147
"NM_001350928","COA1",147
"NM_018224","COA1",147
"NM_001321200","COA1",147
"NM_001350925","COA1",147
"NM_001371308","COA1",147
"NM_001321199","COA1",147
"NM_001371318","COA1",147
"NM_001371309","COA1",147
"NM_001371314","COA1",147
"NM_001371310","COA1",147
"NM_001371315","COA1",147
"NM_001129","AEBP1",1159
"NM_021223","MYL7",176
"NM_001707","BCL7B",203
"NM_006555","YKT6",199
"NM_003388","CLIP2",1047
"NM_080591","PTGS1",563
"NM_001314060","ZNF510",684
"NM_014930","ZNF510",684
"NM_145271","ZNF688",277
"NM_016410","CHMP5",220
"NM_006731","FKTN",462
"NM_001351501","FKTN",462
"NM_001351498","FKTN",462
"NM_006808","SEC61B",97
"NM_001317163","C5",1677
"NM_001735","C5",1677
"NM_001244","TNFSF8",235
"NM_001318122","AK1",211
"NM_006911","RLN1",186
"NM_018465","PLGRKT",148
"NM_001286772","TBC1D13",276
"NM_001385694","ELAVL2",347
"NM_001351477","ELAVL2",347
"NM_001351478","ELAVL2",347
"NM_001385693","ELAVL2",347
"NM_001171195","ELAVL2",347
"NM_001171197","ELAVL2",347
"NM_001281298","EDF1",149
"NM_001281299","EDF1",149
"NM_003792","EDF1",149
"NM_015046","SETX",2678
"NM_001351528","SETX",2678
"NM_001351527","SETX",2678
"NM_013314","BLNK",457
"NM_000783","CYP26A1",498
"NM_001001976","ATE1",519
"NM_022124","CDH23",3355
"NM_001351290","CCSER2",835
"NM_001351292","CCSER2",835
"NM_018999","CCSER2",835
"NM_001320855","ACTA2",378
"NM_001141945","ACTA2",378
"NM_001613","ACTA2",378
"NM_001347729","PITRM1",1038
"NM_014889","PITRM1",1038
"NM_024928","STN1",369
"NM_021800","DNAJC12",199
"NM_005729","PPIF",208
"NM_015188","TBC1D12",776
"NM_000250","MPO",746
"NM_006456","ST6GALNAC2",375
"NM_020162","DHX33",708
"NM_016001","UTP18",557
"NM_002561","P2RX5",423
"NM_000502","EPX",716
"NM_005208","CRYBA1",216
"NM_020772","NUFIP2",696
"NM_014030","GIT1",762
"NM_000981","RPL19",197
"NM_006695","RUNDC3A",406
"NM_000759","CSF3",208
"NM_003168","SUPT4H1",118
"NM_030753","WNT3",356
"NM_013276","SHPK",479
"NM_014604","TAX1BP3",125
"NM_002558","P2RX1",400
"NM_003770","KRT37",450
"NM_054022","GOSR2",214
"NM_145301","TVP23C",277
"NM_003161","RPS6KB1",526
"NM_001272060","RPS6KB1",526
"NM_001369669","RPS6KB1",526
"NM_001127228","CBX1",186
"NM_004278","PIGL",253
"NM_001381985","GALK1",393
"NM_018952","HOXB6",225
"NM_005022","PFN1",141
"NM_001375991","PFN1",141
"NM_003562","SLC25A11",315
"NM_016084","RASD1",282
"NM_001212","C1QBP",283
"NM_001304","CPD",1381
"NM_004871","GOSR1",251
"NM_020198","CCDC47",484
"NM_016060","MED31",132
"NM_001388","DRG2",365
"NM_007202","AKAP10",663
"NM_000691","ALDH3A1",454
"NM_001330439","SMARCD2",457
"NM_004710","SYNGR2",225
"NM_004396","DDX5",615
"NM_183377","ASIC2",564
"NM_002982","CCL2",100
"NM_002981","CCL1",97
"NM_005408","CCL13",99
"NM_000286","PEX12",360
"NM_002278","KRT32",449
"NM_021078","KAT2A",838
"NM_001376227","KAT2A",838
"NM_000263","NAGLU",744
"NM_001330219","HSD17B1",330
"NM_016428","ABI3",367
"NM_000088","COL1A1",1465
"NM_016504","MRPL27",149
"NM_018509","LRRC59",308
"NM_001015053","HDAC5",1124
"NM_002722","PPY",96
"NM_004090","DUSP3",186
"NM_000727","CACNG1",223
"NM_002126","HLF",296
"NM_001406","EFNB3",341
"NM_016492","RANGRF",187
"NM_002903","RCVRN",201
"NM_005963","MYH1",1940
"NM_000638","VTN",479
"NM_021137","TNFAIP1",317
"NM_014573","TMEM97",177
"NM_003593","FOXN1",649
"NM_005165","ALDOC",365
"NM_001775","CD38",301
"NM_004967","IBSP",318
"NM_015907","LAP3",520
"NM_002993","CXCL6",115
"NM_199320","JADE1",843
"NM_001291994","RUFY3",470
"NM_014961","RUFY3",470
"NM_001345840","RUFY3",470
"NM_001133","AFM",600
"NM_003924","PHOX2B",315
"NM_000406","GNRHR",329
"NM_025087","CWH43",700
"NM_005420","SULT1E1",295
"NM_012390","SMR3A",135
"NM_001243736","LAMTOR3",118
"NM_002620","PF4V1",105
"NM_001382626","NFKB1",970
"NM_003998","NFKB1",970
"NM_001382625","NFKB1",970
"NM_007246","KLHL2",594
"NM_000586","IL2",154
"NM_006005","WFS1",891
"NM_001145853","WFS1",891
"NM_018983","GAR1",218
"NM_004477","FRG1",259
"NM_052964","CLNK",429
"NM_001006655","FAM149A",483
"NM_001350178","FAM149A",483
"NM_001350179","FAM149A",483
"NM_015398","FAM149A",483
"NM_017425","SPA17",152
"NM_002231","CD82",268
"NM_001165416","LDHA",242
"NM_001080547","SPI1",272
"NM_001130035","PLEKHB1",190
"NM_001814","CTSC",464
"NM_001317086","ZPR1",460
"NM_003904","ZPR1",460
"NM_019604","CRTAM",394
"NM_001363089","JHY",779
"NM_024806","JHY",779
"NM_001363087","JHY",779
"NM_001363088","JHY",779
"NM_015177","DTX4",620
"NM_030930","UNC93B1",598
"NM_031307","PUS3",482
"NM_001348400","ST3GAL4",330
"NM_001346409","SF1",549
"NM_201998","SF1",549
"NM_053056","CCND1",296
"NM_024098","CCDC86",361
"NM_014502","PRPF19",505
"NM_024092","TMEM109",244
"NM_001278489","ANAPC15",122
"NM_001278487","ANAPC15",122
"NM_014042","ANAPC15",122
"NM_001393433","ANAPC15",122
"NM_015368","PANX1",427
"NM_001371904","APOA5",367
"NM_000040","APOC3",100
"NM_001558","IL10RA",579
"NM_001363464","GALNT18",608
"NM_198516","GALNT18",608
"NM_001166","BIRC2",619
"NM_003477","PDHX",502
"NM_016582","SLC15A3",582
"NM_002411","SCGB2A2",94
"NM_032564","DGAT2",389
"NM_014267","C11orf58",184
"NM_003651","YBX3",373
"NM_001257145","DDX11",881
"NM_001385989","PXN",592
"NM_001080855","PXN",592
"NM_001385988","PXN",592
"NM_001385986","PXN",592
"NM_001385987","PXN",592
"NM_005888","SLC25A3",363
"NM_018082","POLR3B",1134
"NM_003622","PPFIBP1",1006
"NM_001781","CD69",200
"NM_012406","PRDM4",802
"NM_005127","CLEC2B",150
"NM_001206609","SELPLG",429
"NM_020039","ASIC1",575
"NM_001917","DAO",348
"NM_001317399","KCTD10",314
"NM_031954","KCTD10",314
"NM_001317395","KCTD10",314
"NM_014730","MLEC",293
"NM_000431","MVK",397
"NM_001114185","MVK",397
"NM_030809","CSRNP2",544
"NM_016584","IL23A",190
"NM_198992","SYT10",524
"NM_000785","CYP27B1",509
"NM_002469","MYF6",243
"NM_005593","MYF5",256
"NM_005269","GLI1",1107
"NM_020700","PPM1H",515
"NM_000895","LTA4H",612
"NM_005230","ELK3",408
"NM_018463","ITFG2",448
"NM_007244","PRR4",135
"NM_020367","PARP11",339
"NM_001287222","ARPC3",179
"NM_001278556","ARPC3",179
"NM_016301","GPN3",285
"NM_020996","FGF6",209
"NM_000432","MYL2",167
"NM_001130862","RAD51AP1",353
"NM_001278309","AKAP3",854
"NM_001310","CREBL2",121
"NM_004064","CDKN1B",199
"NM_018654","GPRC5D",346
"NM_001038","SCNN1A",670
"NM_002342","LTBR",436
"NM_001304833","OGFOD2",351
"NM_006187","OAS3",1088
"NM_021071","ART4",315
"NM_001190839","MGP",129
"NM_001175","ARHGDIB",202
"NM_001321421","ARHGDIB",202
"NM_001271867","GTF2H3",268
"NM_024730","RERGL",206
"NM_006025","ENDOU",370
"NM_001364085","VDR",495
"NM_007197","FZD10",582
"NM_018402","IL26",172
"NM_000619","IFNG",167
"NM_020401","NUP107",926
"NM_014515","CNOT2",541
"NM_001199303","CNOT2",541
"NM_001330295","TIMELESS",1208
"NM_007043","KRR1",382
"NM_016497","MRPL51",129
"NM_002046","GAPDH",336
"NM_001357943","GAPDH",336
"NM_032489","ACRBP",544
"NM_002075","GNB3",341
"NM_001297602","CDCA3",244
"NM_020244","CHPT1",407
"NM_001098536","USP5",859
"NM_001382591","USP5",859
"NM_001382588","USP5",859
"NM_001975","ENO2",435
"NM_001301834","C12orf57",127
"NM_138425","C12orf57",127
"NM_001304566","APOBEC1",237
"NM_005889","APOBEC1",237
"NM_001644","APOBEC1",237
"NM_024865","NANOG",306
"NM_016072","GOLT1B",139
"NM_006253","PRKAB1",271
"NM_018686","CMAS",435
"NM_013320","HCFC2",793
"NM_016184","CLEC4A",238
"NM_020661","AICDA",199
"NM_006861","RAB35",202
"NM_004373","COX6A1",110
"NM_032491","RFX4",642
"NM_003769","SRSF9",222
"NM_015633","FGFR1OP2",254
"NM_002258","KLRB1",226
"NM_001164694","IYD",294
"NM_153048","FYN",483
"NM_001010892","RSPH4A",717
"NM_001165258","TMEM14C",113
"NM_016462","TMEM14C",113
"NM_020425","SMIM8",98
"NM_001143948","ADTRP",249
"NM_014034","ASF1A",205
"NM_138571","HINT3",183
"NM_001199621","NCOA7",828
"NM_025218","ULBP1",245
"NM_000434","NEU1",416
"NM_025257","SLC44A4",711
"NM_012177","FBXO5",448
"NM_001008505","OPRM1",447
"NM_021922","FANCE",537
"NM_003322","TULP1",543
"NM_139012","MAPK14",361
"NM_001315","MAPK14",361
"NM_001305102","STK38",466
"NM_007271","STK38",466
"NM_002119","HLA-DOA",251
"NM_001366374","MCM3",819
"NM_001366373","MCM3",819
"NM_018322","SAYSD1",184
"NM_001289024","KIF6",266
"NM_006366","CAP2",478
"NM_030784","GPR63",420
"NM_001143957","GPR63",420
"NM_001503","GPLD1",841
"NM_018473","ACOT13",141
"NM_001016","RPS12",133
"NM_080742","B3GAT2",324
"NM_015895","GMNN",210
"NM_001300928","SNX3",163
"NM_003795","SNX3",163
"NM_014797","ZBTB24",698
"NM_014845","FIG4",908
"NM_020455","ADGRG6",1222
"NM_030946","OR14J1",322
"NM_030876","OR5V1",322
"NM_014234","HSD17B8",262
"NM_018974","UNC93A",458
"NM_144980","C6orf118",470
"NM_001300806","MDFI",247
"NM_005586","MDFI",247
"NM_007162","TFEB",477
"NM_004053","BYSL",438
"NM_002098","GUCA1B",201
"NM_000322","PRPH2",347
"NM_001300848","MRPL2",226
"NM_002821","PTK7",1071
"NM_006443","DNPH1",175
"NM_018303","EXOC2",925
"NM_018247","TMEM30A",362
"NM_001287044","VEGFA",164
"NM_001166691","TTK",857
"NM_003880","CCN6",355
"NM_001105206","LAMA4",1824
"NM_001290073","ENPP5",478
"NM_021572","ENPP5",478
"NM_004271","LY86",163
"NM_005865","PRSS16",515
"NM_005588","MEP1A",747
"NM_015360","MTREX",1043
"NM_002202","ISL1",350
"NM_014228","SLC6A7",637
"NM_012208","HARS2",507
"NM_031438","NUDT12",463
"NM_006999","TENT4A",793
"NM_001171805","TENT4A",793
"NM_000163","GHR",639
"NM_001242401","GHR",639
"NM_001242406","GHR",639
"NM_004394","DAP",103
"NM_006696","BRD8",952
"NM_001945","HBEGF",209
"NM_002317","LOX",418
"NM_002104","GZMK",265
"NM_016279","CDH9",790
"NM_001309443","SPARC",304
"NM_001309444","SPARC",304
"NM_003118","SPARC",304
"NM_004821","HAND1",216
"NM_018937","PCDHB3",797
"NM_015669","PCDHB5",796
"NM_018939","PCDHB6",795
"NM_018940","PCDHB7",794
"NM_018935","PCDHB15",788
"NM_017872","THG1L",299
"NM_001317825","THG1L",299
"NM_001317824","THG1L",299
"NM_001317826","THG1L",299
"NM_002187","IL12B",329
"NM_024850","BTNL8",348
"NM_003314","TTC1",293
"NM_001282500","TTC1",293
"NM_030945","C1QTNF3",247
"NM_016358","IRX4",520
"NM_005575","LNPEP",1026
"NM_031900","AGXT2",515
"NM_000589","IL4",154
"NM_000879","IL5",135
"NM_005668","ST8SIA4",360
"NM_016580","PCDH12",1185
"NM_153485","NUP155",1392
"NM_001024094","NR3C1",779
"NM_001364185","NR3C1",779
"NM_020199","C5orf15",266
"NM_001656","TRIM23",575
"NM_001093756","TRAPPC13",412
"NM_001365343","TRAPPC13",412
"NM_002887","RARS1",661
"NM_001804","CDX1",266
"NM_013979","BNIP1",272
"NM_020949","SLC7A14",772
"NM_020163","SEMA3G",783
"NM_015896","ZMYND10",441
"NM_002343","LTF",711
"NM_000249","MLH1",757
"NM_001354628","MLH1",757
"NM_001354629","MLH1",757
"NM_001966","EHHADH",724
"NM_016302","CRBN",443
"NM_000412","HRG",526
"NM_001130845","BCL6",707
"NM_004164","RBP2",135
"NM_001317136","PFKFB4",470
"NM_004567","PFKFB4",470
"NM_001317138","PFKFB4",470
"NM_001317134","PFKFB4",470
"NM_005524","HES1",281
"NM_018098","ECT2",884
"NM_001349103","ECT2",884
"NM_001349104","ECT2",884
"NM_144499","GNAT1",351
"NM_000172","GNAT1",351
"NM_007275","TUSC2",111
"NM_006545","NPRL2",381
"NM_007022","CYB561D2",223
"NM_001291942","C3orf14",129
"NM_021629","GNB4",341
"NM_014429","MORC1",985
"NM_000373","UMPS",481
"NM_172027","ABTB1",479
"NM_025010","KLHL18",575
"NM_001377429","HEMK1",339
"NM_001377420","HEMK1",339
"NM_001377422","HEMK1",339
"NM_001377428","HEMK1",339
"NM_001377426","HEMK1",339
"NM_016173","HEMK1",339
"NM_001377423","HEMK1",339
"NM_001377424","HEMK1",339
"NM_001377427","HEMK1",339
"NM_001377421","HEMK1",339
"NM_001377425","HEMK1",339
"NM_004704","RRP9",476
"NM_001086","AADAC",400
"NM_005875","EIF1B",114
"NM_145166","ZBTB47",748
"NM_003280","TNNC1",162
"NM_001349125","NKTR",1463
"NM_001349126","NKTR",1463
"NM_001349124","NKTR",1463
"NM_005385","NKTR",1463
"NM_001348414","NEK4",842
"NM_001348412","NEK4",842
"NM_003157","NEK4",842
"NM_001301771","LDAF1",162
"NM_020830","WDFY1",411
"NM_001135651","EIF2AK2",552
"NM_002759","EIF2AK2",552
"NM_001369256","CPS1",1501
"NM_001875","CPS1",1501
"NM_018959","DAZAP1",408
"NM_001352035","DAZAP1",408
"NM_004939","DDX1",741
"NM_019024","HEATR5B",2072
"NM_005917","MDH1",335
"NM_012326","MAPRE3",282
"NM_001303050","MAPRE3",282
"NM_021103","TMSB10",45
"NM_000251","MSH2",935
"NM_003581","NCK2",381
"NM_006287","TFPI",305
"NM_001329240","TFPI",305
"NM_001329241","TFPI",305
"NM_001329239","TFPI",305
"NM_005006","NDUFS1",728
"NM_000578","SLC11A1",551
"NM_000384","APOB",4564
"NM_001015056","RTKN",514
"NM_031288","INO80B",357
"NM_153712","TTL",378
"NM_001371712","TTL",378
"NM_016044","FAHD2A",315
"NM_016047","SF3B6",126
"NM_001042426","CENPA",115
"NM_001318950","SLC30A3",389
"NM_001318951","SLC30A3",389
"NM_001318949","SLC30A3",389
"NM_003459","SLC30A3",389
"NM_001321357","NRBP1",536
"NM_014748","SNX17",471
"NM_001267059","SNX17",471
"NM_001267061","SNX17",471
"NM_138393","REEP6",185
"NM_001330268","GCA",199
"NM_001330266","GCA",199
"NM_001330265","GCA",199
"NM_001330267","GCA",199
"NM_001330270","GCA",199
"NM_001330271","GCA",199
"NM_012477","WBP1",270
"NM_001376134","TTC31",520
"NM_001376135","TTC31",520
"NM_022492","TTC31",520
"NM_001376130","TTC31",520
"NM_001376136","TTC31",520
"NM_001376137","TTC31",520
"NM_001376129","TTC31",520
"NM_001376132","TTC31",520
"NM_001376133","TTC31",520
"NM_001376138","TTC31",520
"NM_001376139","TTC31",520
"NM_001376145","TTC31",520
"NM_001376141","TTC31",520
"NM_001376144","TTC31",520
"NM_001376140","TTC31",520
"NM_024407","NDUFS7",214
"NM_032673","PCGF1",260
"NM_016170","TLX2",285
"NM_001318867","DOK1",482
"NM_001381","DOK1",482
"NM_001318869","DOK1",482
"NM_001608","ACADL",431
"NM_032181","EVA1A",153
"NM_002909","REG1A",167
"NM_018062","FANCL",376
"NM_001374615","FANCL",376
"NM_001313992","IGFBP2",326
"NM_001313993","IGFBP2",326
"NM_000597","IGFBP2",326
"NM_000599","IGFBP5",273
"NM_002242","KCNJ13",361
"NM_000821","GGCX",759
"NM_005383","NEU2",381
"NM_199482","MOB4",194
"NM_002157","HSPE1",103
"NM_006522","WNT6",366
"NM_016232","IL1RL1",557
"NM_003855","IL18R1",542
"NM_001371418","IL18R1",542
"NM_001371422","IL18R1",542
"NM_001371423","IL18R1",542
"NM_001371424","IL18R1",542
"NM_001371421","IL18R1",542
"NM_001371419","IL18R1",542
"NM_001371420","IL18R1",542
"NM_001282399","IL18R1",542
"NM_003048","SLC9A2",813
"NM_001700","AZU1",252
"NM_002712","PPP1R7",361
"NM_001252122","PASK",1324
"NM_015148","PASK",1324
"NM_001375611","PROC",462
"NM_001375602","PROC",462
"NM_000312","PROC",462
"NM_001375608","PROC",462
"NM_001375610","PROC",462
